City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
87,kodinsk,88,RU,1523880154,58,58.6,99.18,40.22,6.31
88,nikolskoye,75,RU,1523878200,66,59.7,30.79,53.6,8.95
89,sola,75,NO,1523877600,71,58.89,5.65,51.8,10.29
90,victoria,75,BN,1523878200,88,5.28,115.24,84.2,4.7
91,kaabong,92,UG,1523880155,92,3.51,34.14,68.03,5.97
92,acapulco,40,MX,1523875440,78,16.86,-99.88,75.2,3.51
93,brae,75,GB,1523879400,93,60.4,-1.35,46.4,21.92
94,alice springs,0,AU,1523876400,35,-23.7,133.88,69.8,6.93
95,barrow,24,AR,1523880156,72,-38.31,-60.23,65.06,18.05
96,grindavik,75,IS,1523878200,76,63.84,-22.43,51.8,17.22
97,qaanaaq,24,GL,1523880156,82,77.48,-69.36,-5.41,6.42
98,porbandar,0,IN,1523880157,38,21.64,69.61,91.52,14.03
99,oranjemund,0,ZA,1523880157,92,-28.55,16.43,64.88,3.96
100,aksarka,48,RU,1523880157,87,66.56,67.8,10.34,10.11
101,buta,0,CD,1523880157,43,2.79,24.73,93.86,4.18
102,kodiak,20,US,1523875980,79,39.95,-94.76,26.6,12.75
103,alto araguaia,88,BR,1523880158,95,-17.32,-53.22,68.39,11.34
104,anadyr,90,RU,1523876400,92,64.73,177.51,33.8,40.26
105,atuona,48,PF,1523880158,100,-9.8,-139.03,78.83,13.47
106,umea,0,SE,1523877600,49,63.83,20.26,46.4,4.7
107,tabou,32,CI,1523880159,99,4.42,-7.36,82.79,9.55
108,baoning,0,CN,1523876400,59,25.34,110.03,66.2,2.24
109,amlame,0,TG,1523880159,67,7.47,0.9,92.96,6.2
110,clyde river,90,CA,1523876400,84,70.47,-68.59,-0.41,3.36
111,presidente franco,0,PY,1523876400,88,-25.57,-54.62,69.8,2.24
112,miguel auza,8,MX,1523880160,65,24.29,-103.45,43.46,9.44
113,ewa beach,90,US,1523877660,88,21.32,-158.01,75.2,5.82
114,calvinia,92,ZA,1523880161,56,-31.47,19.78,70.55,10.22
115,igrim,76,RU,1523880161,58,63.19,64.42,21.5,8.66
116,tandil,44,AR,1523880161,94,-37.33,-59.14,58.94,12.35
117,thompson,40,CA,1523876400,45,55.74,-97.86,23.0,3.36
118,dauphin,1,CA,1523876400,79,51.15,-100.04,23.0,3.36
119,katsuura,0,JP,1523876400,58,33.93,134.5,55.4,3.36
120,lipin bor,0,RU,1523880162,80,60.26,37.97,48.68,2.17
121,kavieng,56,PG,1523880162,98,-2.57,150.8,85.67,10.67
122,nome,1,US,1523877300,87,30.04,-94.42,44.6,2.62
123,hithadhoo,76,MV,1523880163,100,-0.6,73.08,85.22,10.78
124,dunedin,64,NZ,1523880163,77,-45.87,170.5,47.51,10.33
125,cockburn town,68,TC,1523880163,99,21.46,-71.14,77.66,19.06
126,pindiga,48,NG,1523880164,29,9.98,10.93,100.7,6.53
127,pevek,36,RU,1523880164,61,69.7,170.27,21.32,11.45
128,tuktoyaktuk,0,CA,1523876400,58,69.44,-133.03,3.2,27.51
129,sur,0,OM,1523880164,77,22.57,59.53,85.76,5.53
130,starozhilovo,8,RU,1523880165,53,54.23,39.91,65.33,10.33
131,mortka,20,RU,1523880165,67,59.33,66.02,27.35,6.42
132,hami,0,CN,1523880165,30,42.84,93.51,72.98,4.74
133,lavrentiya,92,RU,1523880165,95,65.58,-170.99,30.86,15.82
134,anyksciai,80,LT,1523880165,64,55.53,25.1,70.82,9.44
135,meulaboh,92,ID,1523880166,100,4.14,96.13,77.03,3.06
136,lesu,0,NG,1523880166,56,9.83,4.39,96.29,8.21
137,yellowknife,90,CA,1523876400,78,62.45,-114.38,12.2,9.17
138,sitka,0,US,1523880166,79,37.17,-99.65,24.56,6.64
139,puerto colombia,40,CO,1523877900,100,10.99,-74.96,78.8,8.05
140,laguna,0,MX,1523880167,72,27.52,-110.01,54.44,2.39
141,iqaluit,20,CA,1523876400,77,63.75,-68.52,6.8,6.93
142,pimentel,76,BR,1523880167,97,-3.7,-45.5,77.03,3.18
143,saint george,40,GR,1523877600,63,39.45,22.34,64.4,6.93
144,campobasso,20,IT,1523880168,49,41.56,14.66,68.57,3.4
145,nicoya,0,CR,1523879887,91,10.15,-85.45,71.09,7.65
146,port elizabeth,90,US,1523879700,93,39.31,-74.98,60.8,10.29
147,namibe,76,AO,1523880168,97,-15.19,12.15,80.09,4.18
148,puerto madryn,80,AR,1523880169,80,-42.77,-65.04,66.41,20.18
149,san patricio,0,PY,1523880169,87,-26.98,-56.83,70.01,3.06
150,adre,0,TD,1523880169,14,13.47,22.2,101.06,9.66
151,mikkeli,75,FI,1523879400,71,61.69,27.27,50.0,3.36
152,sistranda,0,NO,1523877600,35,63.73,8.83,57.2,12.75
153,nileshwar,32,IN,1523880170,99,12.25,75.1,86.3,7.76
154,nazarovo,44,RU,1523880170,76,56.01,90.42,44.18,5.86
155,ocos,5,GT,1523875200,94,14.51,-92.19,71.6,4.97
156,provideniya,92,RU,1523880171,94,64.42,-173.23,30.86,18.16
157,samarai,12,PG,1523880171,100,-10.62,150.67,82.97,11.56
158,chantada,75,ES,1523878200,71,42.61,-7.77,53.6,14.99
159,minot,1,US,1523879640,73,48.23,-101.3,19.4,5.82
160,ostrovnoy,80,RU,1523880171,100,68.05,39.51,31.67,6.53
161,copacabana,75,CO,1523876400,88,6.35,-75.51,66.2,2.24
162,zhezkazgan,0,KZ,1523878200,21,47.8,67.71,59.0,20.13
163,carnarvon,88,ZA,1523880172,71,-30.97,22.13,67.49,10.67
164,pisco,32,PE,1523876400,88,-13.71,-76.2,62.6,1.12
165,bo phloi,8,TH,1523880173,75,14.32,99.52,85.22,3.74
166,portree,36,GB,1523880173,91,57.41,-6.19,48.05,15.14
167,tomball,1,US,1523878500,67,30.1,-95.62,55.4,4.7
168,faya,40,SA,1523876400,34,18.39,42.45,82.4,11.41
169,novyy urgal,0,RU,1523880173,57,51.07,132.56,36.8,5.75
170,east london,0,ZA,1523876400,69,-33.02,27.91,75.2,19.46
171,ancud,92,CL,1523880174,98,-41.87,-73.83,51.65,6.53
172,bambous virieux,75,MU,1523876400,78,-20.34,57.76,82.4,11.41
173,victor harbor,75,AU,1523876400,77,-35.55,138.62,64.4,6.93
174,bonthe,8,SL,1523880175,64,7.53,-12.5,89.81,5.64
175,pokrovsk,44,UA,1523880175,32,48.28,37.18,66.59,14.14
176,teguldet,92,RU,1523880175,99,57.31,88.17,37.25,6.98
177,torbay,20,CA,1523876400,58,47.66,-52.73,30.2,29.97
178,krasnoturansk,0,RU,1523878200,28,54.32,91.57,55.4,6.71
179,carutapera,20,BR,1523880176,93,-1.2,-46.02,81.17,5.19
180,sete,100,NP,1523880176,98,27.58,86.44,47.96,0.72
181,lanxi,92,CN,1523880176,76,29.21,119.46,52.1,2.39
182,kapaa,40,US,1523878260,100,22.08,-159.32,75.2,12.01
183,kudahuvadhoo,36,MV,1523880177,100,2.67,72.89,85.22,4.97
184,tiksi,92,RU,1523880177,91,71.64,128.87,20.96,8.43
185,thayetmyo,80,MM,1523880177,34,19.32,95.18,93.14,5.64
186,shelburne,90,CA,1523879040,100,44.08,-80.2,33.8,13.87
187,camenca,24,MD,1523880177,40,47.82,27.37,70.64,21.07
188,cabedelo,90,BR,1523876400,94,-6.97,-34.84,73.4,11.41
189,necochea,68,AR,1523880178,89,-38.55,-58.74,61.82,15.48
190,evanston,90,US,1523879160,86,42.04,-87.69,30.2,12.75
191,new milford,90,US,1523879760,87,40.94,-74.02,48.2,24.16
192,kaitong,48,CN,1523880179,27,44.81,123.15,66.41,18.05
193,novikovo,20,UA,1523880179,74,45.05,34.56,57.32,6.76
194,simplicio mendes,0,BR,1523880179,55,-7.85,-41.91,83.24,12.68
195,maragogi,88,BR,1523879980,98,-9.01,-35.22,78.56,5.64
196,tautira,40,PF,1523878200,88,-17.73,-149.15,75.2,13.87
197,narasimharajapura,0,IN,1523880180,100,13.61,75.51,82.34,3.18
198,aztec,1,US,1523879580,31,36.82,-107.99,46.4,8.05
199,cururupu,56,BR,1523880180,92,-1.82,-44.87,82.88,3.4
200,ekhabi,8,RU,1523880180,84,53.51,142.97,24.29,3.51
201,holzkirchen,75,DE,1523879400,82,47.88,11.7,59.0,8.05
202,north bend,90,US,1523879760,93,43.41,-124.22,41.0,5.82
203,turangi,8,NZ,1523880181,100,-39.0,175.93,49.94,11.34
204,rorvik,0,NO,1523877600,72,64.86,11.24,57.2,10.29
205,cascais,40,PT,1523878200,72,38.7,-9.42,60.8,10.29
206,outlook,12,CA,1523880104,86,51.48,-107.04,31.76,14.36
207,maniitsoq,0,GL,1523880182,81,65.42,-52.9,16.55,4.18
208,lebanon,90,US,1523879760,98,43.64,-72.25,32.0,5.82
209,saskylakh,0,RU,1523880182,75,71.97,114.09,13.49,6.98
210,hamilton,90,CA,1523879040,100,43.26,-79.87,37.4,13.87
211,eureka,90,US,1523878500,100,40.8,-124.16,44.6,6.93
212,baruun-urt,56,MN,1523880183,46,46.68,113.28,49.94,18.5
213,airai,8,TL,1523880184,76,-8.93,125.41,73.16,2.17
214,mehamn,0,NO,1523875800,74,71.03,27.85,37.4,4.7
215,portland,90,US,1523879580,100,45.52,-122.67,42.8,16.11
216,riverton,40,US,1523878500,41,43.02,-108.38,39.2,12.75
217,bereda,40,ES,1523878200,67,43.27,-7.54,57.2,18.34
218,tuatapere,92,NZ,1523880185,100,-46.13,167.69,55.34,18.61
219,denpasar,36,ID,1523880157,100,-8.65,115.22,74.24,0.6
220,yulara,92,AU,1523876400,24,-25.24,130.99,78.8,5.82
221,shache,20,CN,1523880186,21,38.42,77.24,73.97,4.74
222,comodoro rivadavia,0,AR,1523876400,55,-45.87,-67.48,66.2,4.7
223,baiyin,0,CN,1523876400,8,36.55,104.13,68.0,6.71
224,camacha,40,PT,1523878200,72,33.08,-16.33,68.0,9.17
225,saint pete beach,90,US,1523878500,67,27.73,-82.74,66.2,10.29
226,kruisfontein,36,ZA,1523880187,70,-34.0,24.73,74.06,14.25
227,bassano,56,CA,1523880187,90,50.79,-112.47,23.48,7.54
228,wamba,8,CD,1523880187,43,2.14,27.99,89.0,3.18
229,tondano,75,ID,1523878200,94,1.3,124.91,78.8,1.12
230,zalantun,0,CN,1523880187,82,48.0,122.72,40.04,1.95
231,kahului,20,US,1523876160,83,20.89,-156.47,73.4,12.75
232,nurota,12,UZ,1523878200,22,40.56,65.69,69.8,6.93
233,khorixas,32,NA,1523880188,100,-20.37,14.96,77.66,2.84
234,zhaozhou,48,CN,1523880188,30,45.71,125.27,60.83,18.05
235,esso,48,RU,1523880189,71,55.93,158.7,8.0,1.95
236,chontalpa,92,MX,1523880189,62,17.7,-93.52,72.53,5.64
237,mahina,0,ML,1523880189,24,13.76,-10.85,100.61,6.98
238,kamaishi,0,JP,1523880189,76,39.28,141.86,40.49,6.2
239,colwyn bay,75,GB,1523879400,54,53.29,-3.71,57.2,19.46
240,police,75,PL,1523878200,93,53.55,14.57,48.2,6.93
241,vaini,44,IN,1523880190,79,15.34,74.49,80.81,2.51
242,ulladulla,8,AU,1523876400,52,-35.36,150.48,68.0,19.46
243,mahebourg,75,MU,1523876400,78,-20.41,57.7,82.4,11.41
244,abha,40,SA,1523876400,34,18.22,42.5,82.4,11.41
245,manggar,88,ID,1523880191,100,-2.88,108.27,78.92,0.6
246,pacific grove,75,US,1523878500,93,36.62,-121.92,51.8,8.05
247,sanmenxia,0,CN,1523880191,56,34.77,111.19,55.7,3.4
248,boyolangu,88,ID,1523880191,98,-8.09,111.9,72.08,1.39
249,umm lajj,0,SA,1523880192,51,25.02,37.27,88.55,10.67
250,taoudenni,0,ML,1523880192,14,22.68,-3.98,86.48,13.13
251,chipata,32,ZM,1523880192,57,-13.64,32.65,78.29,9.78
252,belaya gora,0,RU,1523880192,67,68.54,146.19,5.3,7.43
253,hoi an,20,VN,1523876400,78,15.88,108.33,77.0,17.22
254,dulce grande,5,MX,1523875320,49,23.0,-102.17,46.4,6.93
255,kiama,56,AU,1523876400,52,-34.67,150.86,68.0,19.46
256,tual,36,ID,1523880193,99,-5.67,132.75,84.59,12.91
257,sibolga,92,ID,1523880193,100,1.74,98.78,70.55,1.61
258,isla aguada,75,MX,1523876400,64,18.78,-91.49,73.4,3.36
259,pangnirtung,40,CA,1523876400,77,66.15,-65.72,-2.21,5.86
260,port-gentil,40,GA,1523876400,74,-0.72,8.78,86.0,6.93
261,souillac,90,FR,1523878200,59,45.6,-0.6,60.8,3.36
262,basco,90,US,1523878560,74,40.33,-91.2,28.4,18.34
263,norman wells,5,CA,1523876400,69,65.28,-126.83,-13.01,5.82
264,trelew,20,AR,1523880195,59,-43.25,-65.31,69.92,16.26
265,nanortalik,0,GL,1523880195,100,60.14,-45.24,28.88,12.24
266,sangmelima,8,CM,1523880195,69,2.93,11.98,85.85,3.06
267,guerrero negro,76,MX,1523880195,100,27.97,-114.04,51.29,1.39
268,aswan,0,EG,1523876400,10,24.09,32.9,95.0,8.05
269,sungaipenuh,92,ID,1523880196,94,-2.08,101.38,69.74,0.94
270,saint-pierre,20,FR,1523878200,62,48.95,4.24,60.8,8.05
271,along,12,IN,1523880197,76,28.17,94.8,67.67,0.38
272,lompoc,20,US,1523878560,100,34.64,-120.46,50.0,11.68
273,chapais,90,CA,1523876400,45,49.78,-74.86,24.8,18.34
274,junin,0,PE,1523876400,66,-16.45,-71.58,48.2,3.36
275,richards bay,56,ZA,1523880198,83,-28.77,32.06,73.07,4.52
276,yabrud,0,SY,1523880000,10,33.97,36.66,80.6,11.41
277,maribo,36,DK,1523880198,92,54.78,11.5,46.34,1.28
278,poum,90,MK,1523878200,62,41.28,20.71,59.0,10.29
279,forestville,75,CA,1523876400,57,48.74,-69.09,21.2,8.05
280,cidreira,0,BR,1523880199,75,-30.17,-50.22,72.44,11.01
281,ajaccio,0,FR,1523878200,77,41.93,8.74,73.4,8.05
282,seoul,0,KR,1523876400,40,37.57,126.98,57.2,2.24
283,wellington,0,NZ,1523878200,48,-41.29,174.78,60.8,13.87
284,carberry,75,CA,1523876400,85,49.87,-99.36,17.6,2.24
285,caldwell,90,US,1523879580,75,43.67,-116.69,46.4,8.05
286,port blair,8,IN,1523880003,100,11.67,92.75,85.94,2.73
287,ilulissat,5,GL,1523879400,56,69.22,-51.1,12.2,4.7
288,tucupita,92,VE,1523880201,95,9.06,-62.05,76.49,4.63
289,ingham,76,AU,1523880201,92,-18.65,146.16,78.83,10.56
290,san cristobal,75,EC,1523876400,93,-0.39,-78.55,50.0,3.36
291,gbarnga,0,LR,1523880201,72,7.0,-9.47,88.82,5.41
292,colombia,8,CO,1523880001,78,3.38,-74.8,66.95,2.28
293,westport,75,IE,1523878200,81,53.8,-9.52,48.2,21.92
294,zyrardow,0,PL,1523878200,53,52.05,20.45,71.6,8.05
295,sao joao do piaui,0,BR,1523880175,65,-8.36,-42.25,80.36,14.36
296,port shepstone,24,ZA,1523880202,91,-30.74,30.45,72.62,11.68
297,ozuluama,0,MX,1523880202,91,21.12,-98.35,50.66,2.28
298,henties bay,36,NA,1523880203,80,-22.12,14.28,77.3,7.2
299,koumac,36,NC,1523880203,92,-20.56,164.28,74.87,4.74
300,sakhnovshchyna,8,UA,1523880203,43,49.15,35.87,73.61,11.56
301,fairbanks,1,US,1523876280,48,64.84,-147.72,23.0,8.05
302,marsh harbour,24,BS,1523880204,98,26.54,-77.06,76.76,21.74
303,sesheke,20,NA,1523876400,58,-17.47,24.29,84.2,3.36
304,leh,68,IN,1523880204,94,34.16,77.58,19.43,1.39
305,barcelona,20,ES,1523878200,77,41.38,2.18,62.6,13.87
306,kinsale,75,IE,1523878200,100,51.71,-8.52,48.2,25.28
307,kirakira,80,SB,1523880205,100,-10.46,161.92,82.97,15.59
308,drabiv,0,UA,1523880205,67,49.96,32.14,71.36,9.78
309,winslow,20,GB,1523879760,62,51.94,-0.88,55.4,18.34
310,klaksvik,76,FO,1523879400,93,62.23,-6.59,44.6,21.92
311,berwick,90,US,1523879640,86,41.06,-76.25,44.6,12.75
312,windhoek,75,NA,1523876400,64,-22.57,17.08,71.6,8.05
313,caohe,0,CN,1523880206,43,32.93,105.08,56.06,1.95
314,lewistown,75,US,1523878860,74,40.39,-90.15,30.2,12.75
315,heinola,75,FI,1523879400,87,61.2,26.03,51.8,6.93
316,sung noen,20,TH,1523876400,55,14.9,101.82,91.4,5.82
317,inhambane,75,MZ,1523876400,45,-23.87,35.38,84.2,16.11
318,half moon bay,75,US,1523878800,87,37.46,-122.43,50.0,3.36
319,ibotirama,8,BR,1523880208,93,-12.18,-43.22,76.22,4.41
320,vung tau,20,VN,1523876400,70,10.35,107.08,87.8,11.41
321,cayenne,75,GF,1523878200,74,4.94,-52.33,82.4,11.41
322,svobodnyy,32,RU,1523880209,55,53.85,40.53,64.7,10.78
323,sovetskaya,36,RU,1523880209,35,44.78,41.17,58.58,5.41
324,soyo,20,AO,1523880209,59,-6.13,12.37,90.71,4.07
325,bethel,90,US,1523878500,100,60.79,-161.76,33.8,5.82
326,nizhnyaya omka,0,RU,1523880210,93,55.43,74.94,36.26,19.28
327,mayumba,36,GA,1523880210,100,-3.44,10.65,80.54,3.74
328,zambezi,0,ZM,1523880210,55,-13.55,23.12,84.68,10.11
329,bowen,0,AU,1523876400,94,-20.01,148.25,73.4,2.24
330,buenos aires,75,AR,1523876400,82,-34.61,-58.44,68.0,10.29
331,russell,0,AR,1523876400,93,-33.01,-68.8,51.8,3.36
332,nalut,0,LY,1523880212,43,31.86,10.98,73.43,4.41
333,karratha,0,AU,1523879964,27,-20.74,116.85,80.36,7.43
334,dalbandin,0,PK,1523880212,12,28.9,64.41,86.84,13.69
335,dickinson,1,US,1523876160,79,46.88,-102.79,24.8,16.11
336,luderitz,80,NA,1523880212,95,-26.65,15.16,66.23,4.74
337,manaus,75,BR,1523880000,88,-3.13,-59.98,77.0,2.24
338,talnakh,76,RU,1523880213,91,69.49,88.39,16.1,9.55
339,wasilla,1,US,1523876160,80,61.58,-149.44,37.4,2.39
340,broome,40,GB,1523879760,58,52.47,1.45,59.0,10.29
341,baykit,64,RU,1523880214,82,61.68,96.39,31.13,7.99
342,saint anthony,1,US,1523876160,39,43.97,-111.68,55.4,11.41
343,ust-nera,76,RU,1523880214,78,64.57,143.24,11.51,1.28
